"date","city","city_type","pm25","pm10","o3","no2","so2","co","year"
"2025/10/4","Daegu","Inland",56,12,38,11,3,6,2025
"2025/10/5","Daegu","Inland",33,19,43,8,4,7,2025
"2025/10/6","Daegu","Inland",52,15,35,6,3,6,2025
"2025/10/7","Daegu","Inland",41,10,32,7,4,6,2025
"2025/10/8","Daegu","Inland",21,17,31,8,3,6,2025
"2025/10/9","Daegu","Inland",26,18,34,5,3,3,2025
"2025/10/10","Daegu","Inland",27,19,37,8,3,3,2025
"2025/10/11","Daegu","Inland",35,24,55,17,3,6,2025
"2025/10/12","Daegu","Inland",55,20,28,11,3,7,2025
"2025/10/13","Daegu","Inland",47,12,32,10,3,7,2025
"2025/10/14","Daegu","Inland",25,7,31,16,3,5,2025
"2025/10/15","Daegu","Inland",18,18,32,13,3,4,2025
"2025/10/16","Daegu","Inland",37,12,31,11,2,4,2025
"2025/10/17","Daegu","Inland",25,19,35,11,3,3,2025
"2025/10/18","Daegu","Inland",41,16,28,13,3,6,2025
"2025/10/19","Daegu","Inland",40,19,32,10,3,6,2025
"2025/10/20","Daegu","Inland",44,20,30,13,3,6,2025
"2025/10/21","Daegu","Inland",49,13,26,16,3,6,2025
"2025/10/22","Daegu","Inland",32,14,32,13,2,6,2025
"2025/10/23","Daegu","Inland",26,16,35,17,3,7,2025
"2025/10/24","Daegu","Inland",44,23,35,17,3,7,2025
"2025/10/25","Daegu","Inland",51,19,37,17,3,8,2025
"2025/10/26","Daegu","Inland",48,27,46,10,4,8,2025
"2025/10/27","Daegu","Inland",64,28,36,13,3,9,2025
"2025/10/28","Daegu","Inland",58,23,35,22,4,7,2025
"2025/10/29","Daegu","Inland",42,32,40,29,4,8,2025
"2025/10/30","Daegu","Inland",70,37,31,33,4,9,2025
"2025/10/31","Daegu","Inland",77,34,35,29,4,9,2025
"2025/11/1","Daegu","Inland",77,30,40,19,3,9,2025
"2025/11/2","Daegu","Inland",68,29,38,10,3,9,2025
"2025/11/3","Daegu","Inland",51,27,33,13,3,6,2025
"2025/11/4","Daegu","Inland",55,38,37,30,4,10,2025
"2025/11/5","Daegu","Inland",82,42,40,35,5,11,2025
"2025/11/6","Daegu","Inland",94,46,40,35,4,12,2025
"2025/11/7","Daegu","Inland",101,43,44,26,4,11,2025
"2025/11/8","Daegu","Inland",93,40,21,31,3,11,2025
"2025/11/9","Daegu","Inland",86,38,43,15,3,9,2025
"2025/11/10","Daegu","Inland",75,30,36,14,4,8,2025
"2025/11/11","Daegu","Inland",49,22,29,25,4,9,2025
"2025/11/12","Daegu","Inland",45,39,18,37,4,10,2025
"2025/11/13","Daegu","Inland",77,48,54,34,5,10,2025
"2025/11/14","Daegu","Inland",97,46,34,30,5,10,2025
"2025/11/15","Daegu","Inland",83,38,37,37,4,11,2025
"2025/11/16","Daegu","Inland",84,34,33,32,4,11,2025
"2025/11/17","Daegu","Inland",83,37,28,17,3,9,2025
"2025/11/18","Daegu","Inland",65,28,27,15,4,7,2025
"2025/11/19","Daegu","Inland",61,31,31,23,4,9,2025
"2025/11/20","Daegu","Inland",65,43,36,28,4,10,2025
"2025/11/21","Daegu","Inland",83,29,34,23,4,9,2025
"2025/11/22","Daegu","Inland",54,38,36,30,4,10,2025
"2025/11/23","Daegu","Inland",77,44,41,30,4,11,2025
"2025/11/24","Daegu","Inland",95,48,44,46,5,12,2025
"2025/11/25","Daegu","Inland",98,52,31,29,4,8,2025
"2025/11/26","Daegu","Inland",110,50,35,27,4,9,2025
"2025/11/27","Daegu","Inland",112,49,31,24,4,9,2025
"2025/11/28","Daegu","Inland",100,21,31,18,4,7,2025
"2025/11/29","Daegu","Inland",51,35,31,37,5,11,2025
"2025/11/30","Daegu","Inland",79,44,43,41,5,13,2025
"2025/12/1","Daegu","Inland",86,41,34,30,4,8,2025
"2025/12/2","Daegu","Inland",71,35,32,18,4,6,2025
"2025/12/3","Daegu","Inland",62,23,28,10,3,7,2025
"2025/12/4","Daegu","Inland",48,23,26,20,4,7,2025
"2025/12/5","Daegu","Inland",56,23,27,21,4,7,2025
"2025/12/6","Daegu","Inland",53,30,26,32,5,9,2025
"2025/12/7","Daegu","Inland",65,47,47,44,5,12,2025
"2025/12/8","Daegu","Inland",103,39,31,26,4,8,2025
"2025/12/9","Daegu","Inland",76,25,30,26,5,6,2025
"2025/12/10","Daegu","Inland",52,46,21,43,6,8,2025
"2025/12/11","Daegu","Inland",93,45,35,36,5,10,2025
"2025/12/12","Daegu","Inland",102,24,28,20,4,7,2025
"2025/12/13","Daegu","Inland",59,22,20,25,3,7,2025
"2025/12/14","Daegu","Inland",63,18,33,11,3,7,2025
"2025/12/15","Daegu","Inland",57,31,30,30,4,8,2025
"2025/12/16","Daegu","Inland",71,49,9,44,6,10,2025
"2025/12/17","Daegu","Inland",99,52,36,35,5,9,2025
"2025/12/18","Daegu","Inland",112,41,26,39,6,8,2025
"2025/12/19","Daegu","Inland",83,50,12,51,7,12,2025
"2025/12/20","Daegu","Inland",111,62,29,54,7,14,2025
"2025/12/21","Daegu","Inland",145,27,30,12,4,5,2025
"2025/12/22","Daegu","Inland",63,31,19,32,5,7,2025
"2025/12/23","Daegu","Inland",67,43,7,42,6,9,2025
"2025/12/24","Daegu","Inland",91,27,18,28,4,7,2025
"2025/12/25","Daegu","Inland",76,31,31,15,4,6,2025
"2025/12/26","Daegu","Inland",75,18,27,12,4,5,2025
"2025/12/27","Daegu","Inland",44,28,26,23,4,7,2025
"2025/12/28","Daegu","Inland",68,37,19,36,6,9,2025
"2025/12/29","Daegu","Inland",85,NA,NA,NA,NA,NA,2025
"2025/7/2","Daegu","Inland",51,24,40,11,4,6,2025
"2025/7/3","Daegu","Inland",56,31,51,12,4,5,2025
"2025/7/4","Daegu","Inland",77,31,53,12,5,5,2025
"2025/7/5","Daegu","Inland",75,25,51,9,4,6,2025
"2025/7/6","Daegu","Inland",67,20,44,7,4,6,2025
"2025/7/7","Daegu","Inland",57,32,90,13,4,6,2025
"2025/7/8","Daegu","Inland",69,26,49,7,3,5,2025
"2025/7/9","Daegu","Inland",65,18,50,9,3,4,2025
"2025/7/10","Daegu","Inland",50,17,41,8,3,4,2025
"2025/7/11","Daegu","Inland",40,24,36,9,4,4,2025
"2025/7/12","Daegu","Inland",43,21,43,8,4,4,2025
"2025/7/13","Daegu","Inland",45,25,56,9,6,7,2025
"2025/7/14","Daegu","Inland",57,19,60,12,4,4,2025
"2025/7/15","Daegu","Inland",51,20,37,16,3,4,2025
"2025/7/16","Daegu","Inland",38,27,43,20,3,5,2025
"2025/7/17","Daegu","Inland",59,21,62,19,2,5,2025
"2025/7/18","Daegu","Inland",45,14,48,14,3,5,2025
"2025/7/19","Daegu","Inland",37,7,46,12,2,4,2025
"2025/7/20","Daegu","Inland",24,19,26,11,4,5,2025
"2025/7/21","Daegu","Inland",53,22,26,13,3,4,2025
"2025/7/22","Daegu","Inland",40,20,45,11,3,5,2025
"2025/7/23","Daegu","Inland",52,31,62,16,3,4,2025
"2025/7/24","Daegu","Inland",82,42,75,17,4,4,2025
"2025/7/25","Daegu","Inland",94,20,44,15,4,5,2025
"2025/7/26","Daegu","Inland",47,14,37,10,4,5,2025
"2025/7/27","Daegu","Inland",38,14,32,7,3,4,2025
"2025/7/28","Daegu","Inland",33,19,70,13,4,3,2025
"2025/7/29","Daegu","Inland",43,25,65,14,4,9,2025
"2025/7/30","Daegu","Inland",55,26,61,13,4,5,2025
"2025/7/31","Daegu","Inland",59,22,54,10,4,4,2025
"2025/8/1","Daegu","Inland",55,26,91,14,4,4,2025
"2025/8/2","Daegu","Inland",59,29,77,13,5,6,2025
"2025/8/3","Daegu","Inland",69,33,53,10,4,6,2025
"2025/8/4","Daegu","Inland",86,15,44,10,3,6,2025
"2025/8/5","Daegu","Inland",39,20,42,11,3,5,2025
"2025/8/6","Daegu","Inland",52,19,34,9,4,6,2025
"2025/8/7","Daegu","Inland",45,22,46,10,3,6,2025
"2025/8/8","Daegu","Inland",44,26,82,12,4,6,2025
"2025/8/9","Daegu","Inland",60,31,37,17,4,6,2025
"2025/8/10","Daegu","Inland",70,17,48,7,4,5,2025
"2025/8/11","Daegu","Inland",48,21,44,12,3,6,2025
"2025/8/12","Daegu","Inland",57,15,38,12,3,6,2025
"2025/8/13","Daegu","Inland",31,25,29,14,3,6,2025
"2025/8/14","Daegu","Inland",49,21,23,10,3,5,2025
"2025/8/15","Daegu","Inland",40,NA,NA,NA,NA,NA,2025
"2025/8/19","Daegu","Inland",71,27,38,10,4,5,2025
"2025/8/20","Daegu","Inland",64,25,39,10,4,4,2025
"2025/8/21","Daegu","Inland",64,21,52,11,4,4,2025
"2025/8/22","Daegu","Inland",56,27,72,16,4,4,2025
"2025/8/23","Daegu","Inland",67,25,50,13,4,4,2025
"2025/8/24","Daegu","Inland",58,23,57,9,4,4,2025
"2025/8/25","Daegu","Inland",60,18,49,7,4,5,2025
"2025/8/26","Daegu","Inland",48,12,38,10,4,4,2025
"2025/8/27","Daegu","Inland",28,23,77,14,4,5,2025
"2025/8/28","Daegu","Inland",52,24,56,11,4,6,2025
"2025/8/29","Daegu","Inland",53,30,37,14,4,5,2025
"2025/8/30","Daegu","Inland",59,20,49,12,4,4,2025
"2025/8/31","Daegu","Inland",48,22,35,10,5,5,2025
"2025/9/1","Daegu","Inland",63,14,31,10,3,4,2025
"2025/9/2","Daegu","Inland",35,15,42,11,4,5,2025
"2025/9/3","Daegu","Inland",41,21,55,11,4,7,2025
"2025/9/4","Daegu","Inland",55,18,45,10,3,5,2025
"2025/9/5","Daegu","Inland",39,17,59,12,4,5,2025
"2025/9/6","Daegu","Inland",37,23,44,12,3,6,2025
"2025/9/7","Daegu","Inland",48,16,36,9,3,5,2025
"2025/9/8","Daegu","Inland",38,27,38,17,4,5,2025
"2025/9/9","Daegu","Inland",53,14,31,16,3,4,2025
"2025/9/10","Daegu","Inland",34,9,36,10,2,3,2025
"2025/9/11","Daegu","Inland",20,25,41,13,3,4,2025
"2025/9/12","Daegu","Inland",48,20,34,15,3,5,2025
"2025/9/13","Daegu","Inland",44,16,44,11,3,5,2025
"2025/9/14","Daegu","Inland",45,15,42,10,3,5,2025
"2025/9/15","Daegu","Inland",41,25,53,17,4,5,2025
"2025/9/16","Daegu","Inland",56,29,54,16,4,5,2025
"2025/9/17","Daegu","Inland",65,18,28,15,3,5,2025
"2025/9/18","Daegu","Inland",42,16,33,10,3,4,2025
"2025/9/19","Daegu","Inland",30,18,36,10,3,4,2025
"2025/9/20","Daegu","Inland",32,18,37,10,4,5,2025
"2025/9/21","Daegu","Inland",37,15,36,10,3,4,2025
"2025/9/22","Daegu","Inland",34,16,41,12,2,4,2025
"2025/9/23","Daegu","Inland",32,21,43,14,2,4,2025
"2025/9/24","Daegu","Inland",37,26,54,20,4,5,2025
"2025/9/25","Daegu","Inland",58,18,20,17,3,5,2025
"2025/9/26","Daegu","Inland",44,25,77,15,3,5,2025
"2025/9/27","Daegu","Inland",50,24,52,10,4,6,2025
"2025/9/28","Daegu","Inland",58,16,39,9,4,6,2025
"2025/9/29","Daegu","Inland",42,18,55,13,4,5,2025
"2025/9/30","Daegu","Inland",45,28,54,19,4,6,2025
"2025/10/1","Daegu","Inland",60,30,59,22,4,6,2025
"2025/4/2","Daegu","Inland",83,35,50,23,4,7,2025
"2025/4/3","Daegu","Inland",71,29,48,19,3,6,2025
"2025/4/4","Daegu","Inland",67,34,64,19,4,7,2025
"2025/4/5","Daegu","Inland",76,31,52,18,4,6,2025
"2025/4/6","Daegu","Inland",68,35,56,11,4,6,2025
"2025/4/7","Daegu","Inland",66,40,65,25,4,7,2025
"2025/4/8","Daegu","Inland",64,53,77,16,4,7,2025
"2025/4/9","Daegu","Inland",78,57,68,15,3,7,2025
"2025/4/10","Daegu","Inland",85,48,74,14,3,7,2025
"2025/4/11","Daegu","Inland",77,42,66,26,4,8,2025
"2025/4/12","Daegu","Inland",83,36,59,21,4,8,2025
"2025/4/13","Daegu","Inland",82,40,42,6,4,6,2025
"2025/4/14","Daegu","Inland",49,26,39,15,4,6,2025
"2025/4/15","Daegu","Inland",56,19,45,16,4,6,2025
"2025/4/16","Daegu","Inland",45,35,83,26,4,7,2025
"2025/4/17","Daegu","Inland",66,44,66,13,3,6,2025
"2025/4/18","Daegu","Inland",67,55,79,19,4,7,2025
"2025/4/19","Daegu","Inland",88,38,51,14,3,6,2025
"2025/4/20","Daegu","Inland",65,20,45,8,3,7,2025
"2025/4/21","Daegu","Inland",55,30,63,16,6,9,2025
"2025/4/22","Daegu","Inland",65,24,26,26,4,7,2025
"2025/4/23","Daegu","Inland",60,23,46,11,3,6,2025
"2025/4/24","Daegu","Inland",37,51,71,12,3,6,2025
"2025/4/25","Daegu","Inland",77,57,55,11,3,5,2025
"2025/4/26","Daegu","Inland",90,33,70,17,3,4,2025
"2025/4/27","Daegu","Inland",55,32,72,15,3,5,2025
"2025/4/28","Daegu","Inland",59,49,60,18,4,7,2025
"2025/4/29","Daegu","Inland",76,60,68,14,3,6,2025
"2025/4/30","Daegu","Inland",86,48,82,20,3,5,2025
"2025/5/1","Daegu","Inland",97,41,49,17,3,6,2025
"2025/5/2","Daegu","Inland",77,25,51,11,2,4,2025
"2025/5/3","Daegu","Inland",47,20,44,17,3,5,2025
"2025/5/4","Daegu","Inland",57,30,50,10,2,4,2025
"2025/5/5","Daegu","Inland",48,27,51,16,3,5,2025
"2025/5/6","Daegu","Inland",55,25,35,15,3,5,2025
"2025/5/7","Daegu","Inland",61,31,58,18,3,4,2025
"2025/5/8","Daegu","Inland",70,39,72,22,3,5,2025
"2025/5/9","Daegu","Inland",74,20,36,23,3,5,2025
"2025/5/10","Daegu","Inland",54,16,47,11,3,5,2025
"2025/5/11","Daegu","Inland",30,24,53,11,3,5,2025
"2025/5/12","Daegu","Inland",57,37,79,20,3,5,2025
"2025/5/13","Daegu","Inland",75,46,99,27,5,7,2025
"2025/5/14","Daegu","Inland",100,42,75,21,4,6,2025
"2025/5/15","Daegu","Inland",86,31,41,13,4,5,2025
"2025/5/16","Daegu","Inland",67,19,30,14,4,5,2025
"2025/5/17","Daegu","Inland",57,16,46,7,6,4,2025
"2025/5/18","Daegu","Inland",46,48,50,8,2,4,2025
"2025/5/19","Daegu","Inland",57,37,63,16,3,4,2025
"2025/5/20","Daegu","Inland",64,30,55,10,3,4,2025
"2025/5/21","Daegu","Inland",58,20,51,13,3,5,2025
"2025/5/22","Daegu","Inland",49,27,45,8,3,3,2025
"2025/5/23","Daegu","Inland",57,25,48,6,2,3,2025
"2025/5/24","Daegu","Inland",60,12,40,6,2,3,2025
"2025/5/25","Daegu","Inland",36,17,52,7,3,5,2025
"2025/5/26","Daegu","Inland",48,30,84,16,4,6,2025
"2025/5/27","Daegu","Inland",71,38,100,18,4,6,2025
"2025/5/28","Daegu","Inland",85,51,116,21,4,7,2025
"2025/5/29","Daegu","Inland",102,35,79,14,3,6,2025
"2025/5/30","Daegu","Inland",73,20,57,9,3,4,2025
"2025/5/31","Daegu","Inland",53,26,62,14,3,4,2025
"2025/6/1","Daegu","Inland",58,31,82,15,4,6,2025
"2025/6/2","Daegu","Inland",68,44,55,22,4,7,2025
"2025/6/3","Daegu","Inland",97,35,71,11,4,5,2025
"2025/6/4","Daegu","Inland",72,31,56,13,4,3,2025
"2025/6/5","Daegu","Inland",46,24,66,18,3,4,2025
"2025/6/6","Daegu","Inland",32,40,92,23,5,5,2025
"2025/6/7","Daegu","Inland",59,37,106,18,6,6,2025
"2025/6/8","Daegu","Inland",73,35,77,10,4,6,2025
"2025/6/9","Daegu","Inland",61,36,86,14,4,6,2025
"2025/6/10","Daegu","Inland",72,34,72,15,4,5,2025
"2025/6/11","Daegu","Inland",52,22,69,12,3,4,2025
"2025/6/12","Daegu","Inland",47,36,102,22,4,6,2025
"2025/6/13","Daegu","Inland",52,35,47,28,4,6,2025
"2025/6/14","Daegu","Inland",84,15,41,15,3,7,2025
"2025/6/15","Daegu","Inland",32,27,47,9,4,7,2025
"2025/6/16","Daegu","Inland",29,20,53,11,4,7,2025
"2025/6/17","Daegu","Inland",44,37,66,12,4,6,2025
"2025/6/18","Daegu","Inland",66,41,85,12,4,6,2025
"2025/6/19","Daegu","Inland",81,34,62,17,4,4,2025
"2025/6/20","Daegu","Inland",92,10,19,5,3,2,2025
"2025/6/21","Daegu","Inland",14,11,40,8,3,4,2025
"2025/6/22","Daegu","Inland",26,17,52,8,3,3,2025
"2025/6/23","Daegu","Inland",39,31,85,14,4,5,2025
"2025/6/24","Daegu","Inland",65,29,51,19,6,7,2025
"2025/6/25","Daegu","Inland",72,20,49,10,3,5,2025
"2025/6/26","Daegu","Inland",54,33,56,10,4,5,2025
"2025/6/27","Daegu","Inland",77,34,69,17,4,5,2025
"2025/6/28","Daegu","Inland",77,41,111,15,4,7,2025
"2025/6/29","Daegu","Inland",101,26,47,8,4,6,2025
"2025/6/30","Daegu","Inland",73,19,42,10,4,5,2025
"2025/7/1","Daegu","Inland",56,21,38,10,4,6,2025
"2025/1/2","Daegu","Inland",66,42,33,38,5,10,2025
"2025/1/3","Daegu","Inland",81,26,32,26,4,7,2025
"2025/1/4","Daegu","Inland",58,24,33,25,4,7,2025
"2025/1/5","Daegu","Inland",53,40,27,38,5,10,2025
"2025/1/6","Daegu","Inland",78,49,33,28,5,11,2025
"2025/1/7","Daegu","Inland",111,24,30,17,5,8,2025
"2025/1/8","Daegu","Inland",55,24,27,20,4,8,2025
"2025/1/9","Daegu","Inland",59,22,30,11,2,7,2025
"2025/1/10","Daegu","Inland",47,26,31,20,4,7,2025
"2025/1/11","Daegu","Inland",57,27,34,21,4,9,2025
"2025/1/12","Daegu","Inland",68,37,38,22,4,10,2025
"2025/1/13","Daegu","Inland",92,50,34,42,5,11,2025
"2025/1/14","Daegu","Inland",117,56,39,41,5,11,2025
"2025/1/15","Daegu","Inland",116,36,32,15,3,7,2025
"2025/1/16","Daegu","Inland",59,33,27,25,4,7,2025
"2025/1/17","Daegu","Inland",69,49,30,41,5,10,2025
"2025/1/18","Daegu","Inland",98,49,30,43,5,12,2025
"2025/1/19","Daegu","Inland",107,38,34,35,5,10,2025
"2025/1/20","Daegu","Inland",86,53,45,50,5,11,2025
"2025/1/21","Daegu","Inland",123,67,42,49,5,12,2025
"2025/1/22","Daegu","Inland",156,69,40,56,5,13,2025
"2025/1/23","Daegu","Inland",157,56,31,48,6,12,2025
"2025/1/24","Daegu","Inland",122,44,42,39,5,10,2025
"2025/1/25","Daegu","Inland",100,30,36,27,3,8,2025
"2025/1/26","Daegu","Inland",69,19,39,18,2,7,2025
"2025/1/27","Daegu","Inland",51,28,33,15,3,8,2025
"2025/1/28","Daegu","Inland",63,19,36,8,2,7,2025
"2025/1/29","Daegu","Inland",49,17,38,7,2,7,2025
"2025/1/30","Daegu","Inland",51,27,39,17,3,7,2025
"2025/1/31","Daegu","Inland",67,42,26,43,4,11,2025
"2025/2/1","Daegu","Inland",92,33,21,28,3,9,2025
"2025/2/2","Daegu","Inland",83,24,29,13,2,6,2025
"2025/2/3","Daegu","Inland",68,27,35,9,2,6,2025
"2025/2/4","Daegu","Inland",74,15,34,9,2,6,2025
"2025/2/5","Daegu","Inland",44,18,35,13,3,8,2025
"2025/2/6","Daegu","Inland",51,23,35,20,3,8,2025
"2025/2/7","Daegu","Inland",50,31,35,16,3,8,2025
"2025/2/8","Daegu","Inland",57,22,34,12,3,8,2025
"2025/2/9","Daegu","Inland",52,23,38,14,3,8,2025
"2025/2/10","Daegu","Inland",55,28,36,26,3,9,2025
"2025/2/11","Daegu","Inland",69,46,37,42,5,11,2025
"2025/2/12","Daegu","Inland",95,40,39,43,4,12,2025
"2025/2/13","Daegu","Inland",96,29,35,19,4,8,2025
"2025/2/14","Daegu","Inland",48,49,40,39,5,11,2025
"2025/2/15","Daegu","Inland",79,60,35,43,6,12,2025
"2025/2/16","Daegu","Inland",119,56,53,28,4,11,2025
"2025/2/17","Daegu","Inland",109,41,40,12,3,8,2025
"2025/2/18","Daegu","Inland",62,26,36,14,3,9,2025
"2025/2/19","Daegu","Inland",52,21,37,14,3,9,2025
"2025/2/20","Daegu","Inland",52,28,36,16,4,9,2025
"2025/2/21","Daegu","Inland",55,26,37,16,4,9,2025
"2025/2/22","Daegu","Inland",58,26,39,15,3,9,2025
"2025/2/23","Daegu","Inland",65,30,39,10,3,9,2025
"2025/2/24","Daegu","Inland",67,27,39,18,4,9,2025
"2025/2/25","Daegu","Inland",61,31,39,28,4,10,2025
"2025/2/26","Daegu","Inland",60,45,50,27,4,10,2025
"2025/2/27","Daegu","Inland",91,52,56,42,5,11,2025
"2025/2/28","Daegu","Inland",90,35,51,31,7,11,2025
"2025/3/1","Daegu","Inland",68,42,34,38,4,13,2025
"2025/3/2","Daegu","Inland",92,46,54,20,3,12,2025
"2025/3/3","Daegu","Inland",110,14,41,9,3,9,2025
"2025/3/4","Daegu","Inland",31,11,40,14,3,8,2025
"2025/3/5","Daegu","Inland",28,15,35,20,3,10,2025
"2025/3/6","Daegu","Inland",36,15,36,16,3,9,2025
"2025/3/7","Daegu","Inland",44,27,44,21,3,10,2025
"2025/3/8","Daegu","Inland",67,30,45,20,3,10,2025
"2025/3/9","Daegu","Inland",71,37,60,19,3,11,2025
"2025/3/10","Daegu","Inland",89,44,51,33,4,11,2025
"2025/3/11","Daegu","Inland",96,48,66,41,5,12,2025
"2025/3/12","Daegu","Inland",98,47,52,34,4,12,2025
"2025/3/13","Daegu","Inland",92,53,42,18,4,11,2025
"2025/3/14","Daegu","Inland",73,43,42,21,5,11,2025
"2025/3/15","Daegu","Inland",59,24,39,9,4,10,2025
"2025/3/16","Daegu","Inland",49,22,45,9,4,10,2025
"2025/3/17","Daegu","Inland",54,34,44,13,4,10,2025
"2025/3/18","Daegu","Inland",73,29,42,20,3,10,2025
"2025/3/19","Daegu","Inland",72,45,50,22,4,9,2025
"2025/3/20","Daegu","Inland",105,47,77,26,4,10,2025
"2025/3/21","Daegu","Inland",96,51,67,26,4,10,2025
"2025/3/22","Daegu","Inland",94,52,78,27,5,10,2025
"2025/3/23","Daegu","Inland",90,52,91,21,5,10,2025
"2025/3/24","Daegu","Inland",93,64,80,27,7,12,2025
"2025/3/25","Daegu","Inland",101,81,74,23,4,9,2025
"2025/3/26","Daegu","Inland",115,57,78,17,3,7,2025
"2025/3/27","Daegu","Inland",62,38,47,16,4,9,2025
"2025/3/28","Daegu","Inland",77,50,41,11,3,7,2025
"2025/3/29","Daegu","Inland",82,27,45,11,3,6,2025
"2025/3/30","Daegu","Inland",51,23,44,7,3,6,2025
"2025/3/31","Daegu","Inland",49,37,53,23,3,7,2025
"2025/4/1","Daegu","Inland",71,40,55,27,3,7,2025
"2024/10/2","Daegu","Inland",52,20,39,12,3,5,2024
"2024/10/3","Daegu","Inland",33,17,33,16,3,5,2024
"2024/10/4","Daegu","Inland",33,15,38,14,3,6,2024
"2024/10/5","Daegu","Inland",34,19,46,15,3,6,2024
"2024/10/6","Daegu","Inland",45,16,33,16,3,6,2024
"2024/10/7","Daegu","Inland",40,19,34,19,3,6,2024
"2024/10/8","Daegu","Inland",46,40,51,22,3,6,2024
"2024/10/9","Daegu","Inland",90,17,39,15,3,5,2024
"2024/10/10","Daegu","Inland",39,22,42,22,3,5,2024
"2024/10/11","Daegu","Inland",45,26,52,27,3,6,2024
"2024/10/12","Daegu","Inland",59,31,66,25,3,6,2024
"2024/10/13","Daegu","Inland",68,23,47,14,3,6,2024
"2024/10/14","Daegu","Inland",56,23,27,28,3,5,2024
"2024/10/15","Daegu","Inland",46,23,14,24,3,7,2024
"2024/10/16","Daegu","Inland",62,28,39,17,3,5,2024
"2024/10/17","Daegu","Inland",56,32,35,17,3,6,2024
"2024/10/18","Daegu","Inland",57,26,23,21,3,5,2024
"2024/10/19","Daegu","Inland",53,12,31,9,3,4,2024
"2024/10/20","Daegu","Inland",24,18,32,5,2,5,2024
"2024/10/21","Daegu","Inland",31,25,23,22,3,6,2024
"2024/10/22","Daegu","Inland",40,21,5,25,4,7,2024
"2024/10/23","Daegu","Inland",51,19,39,14,3,5,2024
"2024/10/24","Daegu","Inland",35,24,37,22,3,5,2024
"2024/10/25","Daegu","Inland",48,27,37,22,3,5,2024
"2024/10/26","Daegu","Inland",57,26,39,19,3,6,2024
"2024/10/27","Daegu","Inland",54,22,21,21,3,6,2024
"2024/10/28","Daegu","Inland",46,26,32,19,3,6,2024
"2024/10/29","Daegu","Inland",64,22,26,20,3,5,2024
"2024/10/30","Daegu","Inland",37,23,39,25,4,6,2024
"2024/10/31","Daegu","Inland",52,36,37,30,4,8,2024
"2024/11/1","Daegu","Inland",76,29,11,26,3,6,2024
"2024/11/2","Daegu","Inland",70,17,35,17,3,4,2024
"2024/11/3","Daegu","Inland",35,28,38,19,3,7,2024
"2024/11/4","Daegu","Inland",56,29,44,19,3,7,2024
"2024/11/5","Daegu","Inland",60,29,40,18,3,7,2024
"2024/11/6","Daegu","Inland",60,26,34,22,4,7,2024
"2024/11/7","Daegu","Inland",46,41,30,40,4,8,2024
"2024/11/8","Daegu","Inland",77,37,37,31,4,8,2024
"2024/11/9","Daegu","Inland",70,26,34,19,3,8,2024
"2024/11/10","Daegu","Inland",59,27,16,25,3,10,2024
"2024/11/11","Daegu","Inland",60,34,37,27,3,8,2024
"2024/11/12","Daegu","Inland",62,37,37,28,3,8,2024
"2024/11/13","Daegu","Inland",72,40,36,27,4,7,2024
"2024/11/14","Daegu","Inland",74,45,20,35,4,7,2024
"2024/11/15","Daegu","Inland",77,48,15,33,3,8,2024
"2024/11/16","Daegu","Inland",88,39,39,29,19,8,2024
"2024/11/17","Daegu","Inland",78,24,32,14,39,6,2024
"2024/11/18","Daegu","Inland",50,22,28,17,8,5,2024
"2024/11/19","Daegu","Inland",46,30,31,34,8,6,2024
"2024/11/20","Daegu","Inland",60,38,33,29,8,7,2024
"2024/11/21","Daegu","Inland",73,50,32,38,5,8,2024
"2024/11/22","Daegu","Inland",96,38,33,30,4,7,2024
"2024/11/23","Daegu","Inland",76,30,30,26,3,7,2024
"2024/11/24","Daegu","Inland",61,22,31,24,3,7,2024
"2024/11/25","Daegu","Inland",52,30,30,28,4,8,2024
"2024/11/26","Daegu","Inland",62,21,36,21,4,6,2024
"2024/11/27","Daegu","Inland",49,15,35,15,4,5,2024
"2024/11/28","Daegu","Inland",32,21,32,16,4,5,2024
"2024/11/29","Daegu","Inland",45,23,28,15,4,6,2024
"2024/11/30","Daegu","Inland",50,24,31,17,3,6,2024
"2024/12/1","Daegu","Inland",47,31,29,30,4,8,2024
"2024/12/2","Daegu","Inland",62,45,51,33,5,9,2024
"2024/12/3","Daegu","Inland",90,27,33,20,4,7,2024
"2024/12/4","Daegu","Inland",48,27,30,29,4,7,2024
"2024/12/5","Daegu","Inland",60,35,33,28,5,8,2024
"2024/12/6","Daegu","Inland",71,24,31,18,4,7,2024
"2024/12/7","Daegu","Inland",52,24,29,13,4,6,2024
"2024/12/8","Daegu","Inland",49,20,33,12,4,7,2024
"2024/12/9","Daegu","Inland",50,31,32,27,4,8,2024
"2024/12/10","Daegu","Inland",58,30,33,32,4,8,2024
"2024/12/11","Daegu","Inland",61,43,27,36,5,10,2024
"2024/12/12","Daegu","Inland",92,44,33,31,5,10,2024
"2024/12/13","Daegu","Inland",90,26,28,28,5,7,2024
"2024/12/14","Daegu","Inland",59,27,33,18,4,6,2024
"2024/12/15","Daegu","Inland",58,22,33,18,4,6,2024
"2024/12/16","Daegu","Inland",54,24,30,26,5,6,2024
"2024/12/17","Daegu","Inland",54,25,33,22,4,6,2024
"2024/12/18","Daegu","Inland",61,24,28,17,3,6,2024
"2024/12/19","Daegu","Inland",60,33,24,29,6,9,2024
